project_scope,language,source_layer,code_family,code,label_en,keyword,keyword_translation_or_note,current_pipeline_status,reviewer,review_decision,suggested_replacement,notes
cross_language_tourism_side_project,English,Google reviews,friction,transport_access,Transport / Access,transportation is limited,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,transport_access,Transport / Access,transportation issue,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,transport_access,Transport / Access,transportation && limited,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,transport_access,Transport / Access,transportation && schedule,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,transport_access,Transport / Access,bus && limited,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,transport_access,Transport / Access,bus && infrequent,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,transport_access,Transport / Access,bus && interval,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,transport_access,Transport / Access,bus && schedule,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,transport_access,Transport / Access,next bus,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,transport_access,Transport / Access,taxi && service area,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,transport_access,Transport / Access,taxi && pick you up,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,transport_access,Transport / Access,walk all the way back,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,transport_access,Transport / Access,getting here is,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,transport_access,Transport / Access,getting there is,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,wayfinding_signage,Wayfinding / Signage,no signs,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,wayfinding_signage,Wayfinding / Signage,no sign,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,wayfinding_signage,Wayfinding / Signage,no signage,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,wayfinding_signage,Wayfinding / Signage,no signpost,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,wayfinding_signage,Wayfinding / Signage,poorly marked,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,wayfinding_signage,Wayfinding / Signage,not well signed,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,wayfinding_signage,Wayfinding / Signage,hard to find,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,wayfinding_signage,Wayfinding / Signage,difficult to find,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,wayfinding_signage,Wayfinding / Signage,confusing directions,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,wayfinding_signage,Wayfinding / Signage,unclear directions,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,wayfinding_signage,Wayfinding / Signage,no directions,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,wayfinding_signage,Wayfinding / Signage,no map available,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,wayfinding_signage,Wayfinding / Signage,easy to get lost,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,wayfinding_signage,Wayfinding / Signage,got lost,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,wayfinding_signage,Wayfinding / Signage,we got lost,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,wayfinding_signage,Wayfinding / Signage,difficult to navigate,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,wayfinding_signage,Wayfinding / Signage,hard to navigate,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,no english,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,japanese only,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,only in japanese,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,all in japanese,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,no english sign,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,no english signs,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,no english information,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,no english guide,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,no english menu,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,no translation,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,language barrier,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,can't read,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,cannot read,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,couldn't read,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,not in english,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,information only in japanese,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,no english speaking,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,doesn't speak english,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,language_information_gap,Language Information Gap,don't speak english,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,staff_communication,Staff Communication,rude staff,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,staff_communication,Staff Communication,unhelpful staff,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,staff_communication,Staff Communication,unfriendly staff,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,staff_communication,Staff Communication,dismissive staff,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,staff_communication,Staff Communication,rude employee,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,staff_communication,Staff Communication,unhelpful employee,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,staff_communication,Staff Communication,staff was rude,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,staff_communication,Staff Communication,staff were rude,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,staff_communication,Staff Communication,staff is rude,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,staff_communication,Staff Communication,staff not helpful,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,staff_communication,Staff Communication,staff ignored,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,staff_communication,Staff Communication,staff couldn't help,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,staff_communication,Staff Communication,couldn't communicate with staff,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,staff_communication,Staff Communication,language problem with staff,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,staff_communication,Staff Communication,staff doesn't speak english,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,staff_communication,Staff Communication,staff don't speak english,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,booking_ticketing,Booking / Ticketing,sold out,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,booking_ticketing,Booking / Ticketing,fully booked,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,booking_ticketing,Booking / Ticketing,cash only,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,booking_ticketing,Booking / Ticketing,no card,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,booking_ticketing,Booking / Ticketing,card not accepted,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,booking_ticketing,Booking / Ticketing,no credit card,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,booking_ticketing,Booking / Ticketing,must book in advance,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,booking_ticketing,Booking / Ticketing,need to book in advance,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,booking_ticketing,Booking / Ticketing,advance booking required,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,booking_ticketing,Booking / Ticketing,reservation required,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,booking_ticketing,Booking / Ticketing,must reserve,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,booking_ticketing,Booking / Ticketing,difficult to book,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,booking_ticketing,Booking / Ticketing,hard to book,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,booking_ticketing,Booking / Ticketing,couldn't book,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,booking_ticketing,Booking / Ticketing,no online booking,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,booking_ticketing,Booking / Ticketing,no reservation system,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,booking_ticketing,Booking / Ticketing,book tickets before,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,booking_ticketing,Booking / Ticketing,book online before,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,long wait,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,long queue,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,queue up,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,queuing,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,long line,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,wait for a long,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,wait for hours,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,had to wait,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,crowded,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,too crowded,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,very crowded,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,extremely crowded,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,overcrowded,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,gets very crowded,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,gets crowded,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,quite crowded,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,always crowded,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,too many people,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,packed,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,shoulder to shoulder,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,overtourism,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,congestion,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,impossible to move,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,busy && too,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,busy && very,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,delay && hours,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,waiting_crowding,Waiting / Crowding,delayed && hours,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,expensive,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,overpriced,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,pricey,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,not worth the price,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,not worth the cost,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,poor value,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,costs too much,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,too expensive,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,steep price,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,overcharged,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,rip off,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,rip-off,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,not worth the money,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,not worth going,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,too much for what it is,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,entrance fee is high,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,entry fee is high,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,admission is high,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,admission is expensive,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,tourist trap,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,waste your time,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,don't waste your time,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,price_value,Price / Value,do not waste your time,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,dirty,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,unclean,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,filthy,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,smelly,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,bad smell,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,foul smell,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,poor maintenance,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,run down,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,dilapidated,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,shabby,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,poorly maintained,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,needs maintenance,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,no shelter,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,no seating,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,no shade,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,no benches,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,toilets were dirty,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,bathrooms were dirty,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,restrooms were dirty,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,cleanliness_comfort,Cleanliness / Comfort,bathroom was dirty,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,opening_hours_availability,Opening Hours / Availability,was closed,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,opening_hours_availability,Opening Hours / Availability,were closed,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,opening_hours_availability,Opening Hours / Availability,it was closed,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,opening_hours_availability,Opening Hours / Availability,already closed,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,opening_hours_availability,Opening Hours / Availability,shops were closed,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,opening_hours_availability,Opening Hours / Availability,closed when we arrived,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,opening_hours_availability,Opening Hours / Availability,closed when we got there,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,opening_hours_availability,Opening Hours / Availability,closed during,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,opening_hours_availability,Opening Hours / Availability,check hours,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,opening_hours_availability,Opening Hours / Availability,verify hours,Existing English codebook keyword,currently_used_for_english_friction,,,,
cross_language_tourism_side_project,English,Google reviews,friction,opening_hours_availability,Opening Hours / Availability,wasn't open,Existing English codebook keyword,currently_used_for_english_friction,,,,
